hum,suhu,jarak,beda,status
60.00,24.50,21.71,0.32,banjir
60.00,24.50,22.03,0.32,banjir
60.00,24.50,21.40,-0.63,banjir
60.00,24.50,21.39,-0.02,banjir
60.00,24.50,21.08,-0.31,banjir
60.00,24.50,22.92,1.84,surut
60.00,24.50,24.96,2.04,surut
60.00,24.50,23.22,-1.73,surut
60.00,24.50,23.51,0.29,surut
60.00,24.50,20.13,-3.38,banjir
60.00,24.50,20.13,0.00,banjir
60.00,24.50,20.11,-0.02,banjir
60.00,24.50,20.43,0.32,banjir
61.00,24.50,20.43,0.00,banjir
60.00,24.50,20.11,-0.32,banjir
60.00,24.50,19.48,-0.63,banjir
61.00,24.50,19.81,0.32,banjir
60.00,24.50,19.81,0.00,banjir
61.00,24.50,19.16,-0.65,banjir
61.00,24.50,19.81,0.65,surut
60.00,24.50,19.16,-0.65,banjir
61.00,24.50,19.81,0.65,surut
61.00,24.50,19.48,-0.32,banjir
61.00,24.50,19.48,0.00,banjir
61.00,24.50,19.16,-0.32,banjir
61.00,24.50,18.84,-0.32,banjir
61.00,24.50,19.16,0.32,banjir
60.00,24.50,18.53,-0.63,banjir
60.00,24.50,18.84,0.31,banjir
60.00,24.50,18.51,-0.32,banjir
60.00,24.50,18.21,-0.31,banjir
60.00,24.50,17.56,-0.65,banjir
60.00,24.50,18.53,0.97,surut
60.00,24.50,18.53,0.00,banjir
60.00,24.50,18.84,0.31,banjir
60.00,24.50,19.16,0.32,banjir
59.00,24.50,18.21,-0.95,banjir
59.00,24.50,16.93,-1.28,banjir
59.00,24.50,17.56,0.63,surut
59.00,24.50,18.53,0.97,surut
59.00,24.50,18.21,-0.32,banjir
59.00,24.50,17.24,-0.97,banjir
59.00,24.50,17.25,0.02,banjir
59.00,24.50,16.61,-0.65,banjir
59.00,24.50,16.93,0.32,banjir
59.00,24.50,16.93,0.00,banjir
58.00,24.50,16.92,-0.02,banjir
58.00,24.50,16.93,0.02,banjir
58.00,24.50,17.25,0.32,banjir
59.00,24.50,16.29,-0.97,banjir
59.00,24.50,16.61,0.32,banjir
59.00,24.50,16.61,0.00,banjir
59.00,24.50,16.61,0.00,banjir
58.00,24.50,17.56,0.95,surut
58.00,24.50,17.56,0.00,banjir
59.00,24.50,17.88,0.32,banjir
59.00,24.50,16.93,-0.95,banjir
59.00,24.50,16.92,-0.02,banjir
58.00,24.50,16.61,-0.31,banjir
58.00,24.50,16.61,0.00,banjir
58.00,24.50,16.93,0.32,banjir
58.00,24.50,15.96,-0.97,banjir
58.00,24.50,16.29,0.32,banjir
58.00,24.50,16.93,0.65,surut
58.00,24.50,15.98,-0.95,banjir
57.00,24.50,16.61,0.63,surut
57.00,24.50,17.24,0.63,surut
57.00,24.50,16.29,-0.95,banjir
57.00,24.50,16.30,0.02,banjir
57.00,24.50,16.93,0.63,surut
57.00,24.50,16.30,-0.63,banjir
57.00,24.50,17.88,1.58,surut
57.00,24.50,16.61,-1.28,banjir
57.00,24.50,18.84,2.23,surut
57.00,24.50,16.93,-1.90,banjir
57.00,24.50,16.61,-0.32,banjir
57.00,24.50,16.29,-0.32,banjir
57.00,24.50,16.29,0.00,banjir
57.00,24.50,16.29,0.00,banjir
57.00,24.50,16.29,0.00,banjir
56.00,24.50,17.25,0.97,surut
56.00,24.50,16.29,-0.97,banjir
57.00,24.50,16.61,0.32,banjir
57.00,24.50,17.25,0.65,surut
56.00,24.50,17.88,0.63,surut
56.00,24.50,16.30,-1.58,banjir
56.00,24.50,16.30,0.00,banjir
56.00,24.50,16.29,-0.02,banjir
56.00,24.50,16.30,0.02,banjir
56.00,24.50,18.53,2.23,surut
58.00,24.50,17.25,-1.28,banjir
58.00,24.50,17.24,-0.02,banjir
58.00,24.50,16.30,-0.94,banjir
57.00,24.50,16.29,-0.02,banjir
57.00,24.50,15.96,-0.32,banjir
57.00,24.50,16.30,0.34,banjir
57.00,24.50,15.98,-0.32,banjir
57.00,24.50,16.29,0.31,banjir
57.00,24.50,16.30,0.02,banjir
57.00,24.50,16.29,-0.02,banjir
57.00,24.50,16.30,0.02,banjir
57.00,24.50,16.29,-0.02,banjir
57.00,24.50,16.29,0.00,banjir
57.00,24.50,16.29,0.00,banjir
57.00,24.50,16.29,0.00,banjir
57.00,24.50,16.29,0.00,banjir
57.00,24.50,16.61,0.32,banjir
57.00,24.50,17.25,0.65,surut
57.00,24.50,16.30,-0.95,banjir
56.00,24.50,16.29,-0.02,banjir
56.00,24.50,16.29,0.00,banjir
56.00,24.50,17.25,0.97,surut
55.00,24.50,16.93,-0.32,banjir
55.00,24.50,17.88,0.95,surut
56.00,24.50,17.25,-0.63,banjir
56.00,24.50,16.93,-0.32,banjir
56.00,24.50,16.29,-0.65,banjir
55.00,24.50,19.47,3.18,surut
55.00,24.50,16.29,-3.18,banjir
55.00,24.50,17.25,0.97,surut
54.00,24.50,17.24,-0.02,banjir
54.00,24.50,15.98,-1.26,banjir
54.00,24.50,16.29,0.31,banjir
54.00,24.50,17.24,0.95,surut
54.00,24.50,16.30,-0.94,banjir
55.00,24.50,17.24,0.94,surut
55.00,24.50,17.25,0.02,banjir
55.00,24.50,16.29,-0.97,banjir
55.00,24.50,17.88,1.60,surut
55.00,24.50,19.48,1.60,surut
55.00,24.50,17.25,-2.23,banjir
55.00,24.60,28.42,11.17,surut
55.00,24.60,38.78,10.35,surut
55.00,24.60,24.94,-13.84,surut
55.00,24.60,17.88,-7.05,banjir
55.00,24.60,17.88,0.00,banjir
56.00,24.60,17.25,-0.63,banjir
56.00,24.60,16.93,-0.32,banjir
55.00,24.60,16.29,-0.65,banjir
55.00,24.60,24.38,8.09,surut
56.00,24.60,-1.00,-25.38,banjir
56.00,24.60,-1.00,0.00,banjir
56.00,24.60,-1.00,0.00,banjir
55.00,24.60,-1.00,0.00,banjir
55.00,24.60,6.41,7.41,surut
54.00,24.60,6.41,0.00,banjir
54.00,24.60,6.41,0.00,banjir
54.00,24.60,6.41,0.00,banjir
53.00,24.60,6.39,-0.02,banjir
52.00,24.60,6.41,0.02,banjir
52.00,24.60,6.41,0.00,banjir
52.00,24.60,6.41,0.00,banjir
51.00,24.60,6.41,0.00,banjir
51.00,24.60,6.41,0.00,banjir
51.00,24.60,6.41,0.00,banjir
51.00,24.60,6.41,0.00,banjir
51.00,24.60,6.41,0.00,banjir
51.00,24.60,6.41,0.00,banjir
51.00,24.60,6.41,0.00,banjir
50.00,24.60,6.41,0.00,banjir
50.00,24.60,6.39,-0.02,banjir
50.00,24.60,6.41,0.02,banjir
,,,,
50.70,26.70,33.93,33.93,normal
50.70,26.70,34.19,0.26,normal
50.60,26.70,34.19,0.00,normal
50.50,26.60,33.66,-0.53,normal
50.70,26.60,33.66,0.00,normal
50.70,26.60,34.44,0.78,normal
50.70,26.60,32.90,-1.55,normal
50.60,26.60,33.93,1.04,normal
50.50,26.60,32.62,-1.31,normal
50.40,26.60,35.22,2.60,normal
50.40,26.60,35.21,-0.02,normal
50.30,26.60,33.66,-1.55,normal
50.20,26.60,33.40,-0.26,normal
50.20,26.60,33.40,0.00,normal
50.20,26.60,33.66,0.26,normal
50.20,26.70,33.15,-0.51,normal
50.20,26.70,32.62,-0.53,normal
50.10,26.70,33.40,0.78,normal
50.10,26.70,33.15,-0.25,normal
50.10,26.70,32.11,-1.04,normal
50.10,26.70,32.37,0.26,normal
50.00,26.70,32.37,0.00,normal
50.00,26.70,31.84,-0.53,normal
50.10,26.70,31.33,-0.51,normal
50.00,26.70,31.86,0.53,normal
50.00,26.70,31.08,-0.78,normal
50.00,26.70,30.55,-0.53,normal
50.00,26.70,31.59,1.04,normal
50.00,26.70,31.08,-0.51,normal
49.90,26.70,32.11,1.04,normal
49.80,26.70,31.86,-0.25,normal
50.00,26.70,31.33,-0.53,normal
50.00,26.70,30.55,-0.78,normal
50.00,26.70,30.55,0.00,normal
50.00,26.70,30.57,0.02,normal
50.20,26.70,30.55,-0.02,normal
50.30,26.70,30.55,0.00,normal
50.40,26.70,31.33,0.78,normal
50.30,26.70,31.08,-0.25,normal
50.30,26.70,31.08,0.00,normal
50.20,26.70,30.80,-0.27,normal
50.30,26.70,31.08,0.27,normal
50.30,26.70,30.80,-0.27,normal
50.30,26.70,30.55,-0.26,normal
50.20,26.70,30.57,0.02,normal
50.20,26.70,30.04,-0.53,normal
50.10,26.80,30.55,0.51,normal
50.00,26.80,31.08,0.53,normal
50.00,26.80,30.80,-0.27,normal
50.00,26.80,30.82,0.02,normal
49.90,26.80,31.08,0.26,normal
50.00,26.80,31.33,0.25,normal
50.10,26.80,30.29,-1.04,normal
50.20,26.80,30.04,-0.26,normal
50.10,26.80,30.29,0.26,normal
50.10,26.80,30.82,0.53,normal
50.00,26.80,30.29,-0.53,normal
50.00,26.80,30.55,0.25,normal
50.10,26.80,30.04,-0.51,normal
80.10,26.80,29.51,-0.53,surut
80.40,26.80,28.99,-0.53,surut
80.80,26.80,29.53,0.54,surut
80.90,26.80,28.39,-1.14,surut
81.10,26.90,28.39,0.00,surut
81.10,26.90,27.83,-0.56,surut
81.20,26.90,28.99,1.16,surut
81.10,26.90,28.10,-0.88,surut
81.20,26.90,27.81,-0.29,surut
81.30,26.90,28.39,0.58,surut
81.50,26.90,27.81,-0.58,surut
81.80,26.90,26.94,-0.87,surut
81.70,27.00,28.12,1.17,surut
81.60,27.00,27.81,-0.31,surut
81.40,27.00,27.54,-0.27,surut
81.10,27.00,28.10,0.56,surut
80.90,27.00,28.10,0.00,surut
80.60,27.00,28.68,0.58,surut
80.60,27.00,27.83,-0.85,surut
80.60,27.00,28.10,0.27,surut
80.60,27.00,28.10,0.00,surut
80.60,27.00,28.10,0.00,surut
80.50,27.00,27.81,-0.29,surut
80.50,27.00,28.10,0.29,surut
80.40,27.00,28.10,0.00,surut
80.50,27.00,28.10,0.00,surut
80.40,27.00,28.10,0.00,surut
80.40,27.00,28.10,0.00,surut
80.30,27.00,28.39,0.29,surut
80.20,27.00,29.26,0.87,surut
80.10,27.00,27.52,-1.73,surut
80.10,27.00,28.97,1.44,surut
80.10,27.00,28.39,-0.58,surut
80.00,26.90,28.39,0.00,surut
80.00,26.90,28.10,-0.29,surut
79.90,26.90,28.39,0.29,surut
79.70,26.90,28.39,0.00,surut
79.50,26.90,28.12,-0.27,surut
79.40,26.90,27.54,-0.58,surut
79.30,26.90,28.39,0.85,surut
79.20,26.90,28.10,-0.29,surut
79.10,26.90,28.39,0.29,surut
79.00,26.90,27.23,-1.16,surut
78.90,26.90,27.23,0.00,surut
78.90,26.90,27.23,0.00,surut
78.80,26.90,27.23,0.00,surut
79.00,27.00,29.26,2.02,surut
79.30,26.90,26.94,-2.31,surut
79.50,26.90,27.52,0.58,surut
79.40,26.90,26.37,-1.16,surut
79.30,26.90,26.08,-0.29,surut
79.10,26.90,26.66,0.58,surut
79.00,26.90,26.08,-0.58,surut
78.90,26.90,27.52,1.45,surut
78.80,26.90,26.66,-0.87,surut
78.70,26.90,26.67,0.02,surut
78.70,26.90,27.23,0.56,surut
78.60,26.90,26.37,-0.87,surut
78.70,26.90,27.81,1.44,surut
78.80,26.90,28.39,0.58,surut
79.00,26.90,27.83,-0.56,surut
79.80,27.00,27.23,-0.60,surut
79.80,27.00,28.39,1.16,surut
79.90,27.00,29.26,0.87,surut
80.00,27.00,28.68,-0.58,surut
80.00,27.00,27.25,-1.43,surut
79.90,27.00,28.68,1.43,surut
79.90,27.00,27.52,-1.16,surut
80.00,27.00,27.23,-0.29,surut
80.10,27.00,27.23,0.00,surut
80.10,27.00,27.23,0.00,surut
80.10,27.00,26.66,-0.58,surut
80.00,27.00,26.37,-0.29,surut
80.10,27.00,27.23,0.87,surut
80.00,27.00,26.38,-0.85,surut
80.20,27.00,25.79,-0.60,surut
80.10,27.00,26.37,0.58,surut
80.00,27.00,26.66,0.29,surut
80.00,27.00,25.79,-0.87,surut
80.00,27.00,26.08,0.29,surut
79.70,27.00,27.23,1.16,surut
79.60,27.00,28.39,1.16,surut
79.40,27.00,27.23,-1.16,surut
79.20,27.00,26.94,-0.29,surut
79.10,27.00,26.94,0.00,surut
79.10,27.00,27.52,0.58,surut
79.00,27.00,27.23,-0.29,surut
78.80,27.00,25.52,-1.72,surut
78.70,27.00,25.21,-0.31,surut
78.60,27.00,25.21,0.00,surut
78.50,27.00,24.92,-0.29,surut
78.50,27.00,24.63,-0.29,surut
78.40,27.00,24.63,0.00,surut
78.50,27.00,24.63,0.00,surut
78.60,27.00,24.34,-0.29,surut
78.60,27.00,24.92,0.58,surut
78.60,27.00,25.79,0.87,surut
78.60,27.00,27.52,1.73,surut
78.60,27.00,25.50,-2.02,surut
78.70,27.00,24.65,-0.85,surut
78.70,27.00,24.06,-0.59,surut
78.60,27.00,22.90,-1.16,banjir
78.70,27.00,23.48,0.58,surut
78.60,27.00,22.90,-0.58,banjir
78.50,27.00,23.19,0.29,surut
78.30,27.00,22.61,-0.58,banjir
78.20,27.00,22.61,0.00,banjir
78.10,27.00,23.19,0.58,surut
77.90,27.00,24.07,0.88,surut
78.20,27.00,23.77,-0.31,surut
79.10,27.00,24.34,0.58,surut
80.00,27.00,23.19,-1.16,surut
80.20,27.00,22.90,-0.29,banjir
80.50,27.00,23.19,0.29,surut
80.50,27.00,22.63,-0.56,banjir
80.40,27.00,22.32,-0.31,banjir
80.20,27.00,25.21,2.89,surut
80.10,27.00,21.69,-3.52,banjir
80.20,27.00,20.72,-0.97,banjir
80.40,27.00,21.37,0.65,surut
80.40,27.00,22.32,0.95,surut
80.20,27.00,19.45,-2.87,banjir
80.10,27.00,18.19,-1.26,banjir
80.00,27.00,18.51,0.32,banjir
79.50,27.00,18.50,-0.02,banjir
79.20,27.00,18.50,0.00,banjir
78.90,27.00,18.50,0.00,banjir
78.70,27.00,18.19,-0.31,banjir
78.70,27.00,17.87,-0.32,banjir
78.90,27.00,18.50,0.63,surut
78.90,27.00,19.14,0.65,surut
79.20,27.10,19.47,0.32,banjir
79.60,27.00,18.51,-0.95,banjir
79.90,27.00,17.85,-0.66,banjir
80.00,27.00,19.14,1.29,surut
80.10,27.00,18.19,-0.95,banjir
80.20,27.10,21.06,2.87,surut
80.20,27.10,19.12,-1.94,banjir
80.20,27.10,18.82,-0.31,banjir
80.20,27.10,18.82,0.00,banjir
80.50,27.10,8.65,10.17,surut
80.60,27.10,24.06,15.40,surut
50.70,27.20,48.03,23.97,normal
80.70,27.20,22.32,-25.70,banjir
80.70,27.20,21.37,-0.95,banjir
80.80,27.20,24.63,3.26,surut
80.90,27.20,25.79,1.16,surut
80.90,27.20,23.48,-2.31,surut
81.00,27.20,21.37,-2.11,banjir
81.10,27.20,20.09,-1.27,banjir
51.20,27.30,37.37,17.27,normal
81.30,27.30,19.77,-17.60,banjir
81.30,27.30,23.48,3.71,surut
81.30,27.30,20.42,-3.06,banjir
81.20,27.30,22.61,2.19,surut
81.20,27.30,22.90,0.29,banjir
81.20,27.30,24.34,1.44,surut
81.20,27.40,24.07,-0.27,surut
81.10,27.40,22.90,-1.17,banjir
81.10,27.40,23.77,0.87,surut
81.10,27.40,22.90,-0.87,banjir
81.30,27.40,21.69,-1.21,banjir
81.60,27.40,23.19,1.50,surut
51.80,27.40,51.12,27.93,normal
81.80,27.40,25.50,-25.60,surut
81.70,27.50,22.61,-2.89,banjir
81.50,27.50,26.66,4.05,surut
51.40,27.50,52.65,25.99,normal
81.40,27.50,23.20,-29.40,surut
81.40,27.50,24.63,1.43,surut
81.60,27.50,11.80,-12.80,banjir
81.70,27.50,22.90,11.10,surut
81.80,27.50,25.50,2.60,surut
81.90,27.50,18.19,-7.31,banjir
82.10,27.50,19.47,1.27,surut
82.20,27.60,18.50,-0.97,banjir
82.20,27.60,18.19,-0.31,banjir
81.80,27.60,17.24,-0.95,banjir
81.50,27.60,19.79,2.55,surut
81.30,27.60,18.82,-0.97,banjir
81.20,27.60,18.19,-0.63,banjir
81.20,27.60,20.42,2.23,surut
51.20,27.60,46.63,26.21,normal
81.10,27.60,21.05,-25.50,banjir
81.00,27.60,17.54,-3.50,banjir
81.00,27.60,17.54,0.00,banjir
81.10,27.60,13.55,-4.00,banjir
81.20,27.60,15.96,2.41,surut
81.10,27.60,15.30,-0.66,banjir
81.00,27.60,-1.00,-16.30,banjir
81.10,27.60,16.27,17.27,surut
81.10,27.60,13.91,-2.36,banjir
81.00,27.60,12.15,-1.75,banjir
80.70,27.60,15.30,3.15,surut
80.50,27.60,14.60,-0.70,banjir
80.50,27.60,15.30,0.70,surut
80.40,27.60,16.27,0.97,surut
80.30,27.60,14.25,-2.02,banjir
80.10,27.60,13.55,-0.70,banjir
79.90,27.60,12.85,-0.70,banjir
79.50,27.60,13.21,0.36,banjir
79.20,27.50,10.42,-2.79,banjir
78.90,27.50,10.76,0.34,banjir
78.70,27.50,9.03,1.73,surut
78.60,27.50,7.36,1.67,surut
78.90,27.50,7.68,0.32,banjir
79.70,27.50,7.68,0.00,banjir
80.10,27.50,8.33,0.65,surut
80.30,27.50,11.46,3.13,surut
80.40,27.50,15.64,4.18,surut
80.40,27.50,21.69,6.05,surut
80.40,27.50,21.37,-0.32,banjir
50.40,27.50,43.44,22.07,normal
50.40,27.50,41.26,-2.18,normal
80.50,27.60,21.05,-20.20,banjir
80.50,27.60,16.27,-4.78,banjir
50.60,27.60,43.04,26.77,normal
80.80,27.60,15.96,-27.00,banjir
81.10,27.60,15.64,-0.32,banjir
81.20,27.60,19.47,3.82,surut
51.10,27.60,30.80,11.34,normal
81.00,27.60,12.85,-17.90,banjir
81.00,27.60,12.85,0.00,banjir
81.00,27.60,11.46,-1.39,banjir
81.00,27.60,11.12,-0.34,banjir
80.90,27.60,7.36,3.76,surut
81.00,27.60,2.52,4.85,surut
81.30,27.70,2.52,0.00,banjir
81.40,27.70,3.16,0.65,surut
81.50,27.70,5.10,0.94,surut
86.50,23.40,22.93,22.93,surut
86.40,23.40,23.22,0.29,surut
86.30,23.40,22.63,-0.59,banjir
86.00,23.40,29.29,6.66,surut
85.90,23.40,21.39,-7.91,banjir
86.20,23.40,19.79,-1.60,banjir
86.60,23.50,20.43,0.65,surut
87.10,23.50,20.11,-0.32,banjir
87.80,23.50,21.08,0.97,surut
88.50,23.50,19.48,-1.60,banjir
89.10,23.60,20.43,0.95,surut
89.50,23.60,20.43,0.00,banjir
89.70,23.70,20.11,-0.32,banjir
89.70,23.70,20.13,0.02,banjir
89.70,23.80,21.08,0.95,surut
89.60,23.70,21.08,0.00,banjir
89.30,23.70,20.74,-0.34,banjir
88.90,23.80,20.43,-0.31,banjir
88.70,23.80,20.43,0.00,banjir
88.60,23.80,20.43,0.00,banjir
88.60,23.80,21.71,1.27,surut
88.60,23.80,22.03,0.32,banjir
88.90,23.90,21.39,-0.65,banjir
89.00,23.90,20.43,-0.95,banjir
89.00,23.90,21.40,0.97,surut
89.20,23.90,22.93,1.53,surut
89.40,23.90,21.71,-1.22,banjir
89.70,24.00,23.78,2.07,surut
89.80,24.00,23.20,-0.58,surut
89.70,24.00,23.49,0.29,surut
89.40,24.00,23.49,0.00,surut
89.10,24.00,23.20,-0.29,surut
88.60,24.00,22.35,-0.85,banjir
88.40,24.00,22.34,-0.02,banjir
88.20,24.00,22.63,0.29,banjir
88.20,24.00,22.63,0.00,banjir
88.10,24.00,21.71,-0.92,banjir
88.10,24.00,22.03,0.32,banjir
88.00,24.00,22.93,0.90,surut
87.90,24.00,22.03,-0.90,banjir
87.90,24.00,22.03,0.00,banjir
87.70,24.10,22.63,0.60,surut
87.70,24.10,22.34,-0.29,banjir
87.60,24.10,22.34,0.00,banjir
87.50,24.10,22.34,0.00,banjir
87.20,24.10,21.39,-0.95,banjir
87.10,24.10,21.40,0.02,banjir
86.90,24.10,21.39,-0.02,banjir
86.80,24.10,21.39,0.00,banjir
86.70,24.10,21.39,0.00,banjir
86.80,24.10,21.71,0.32,banjir
87.10,24.10,22.01,0.31,banjir
87.20,24.20,21.08,-0.93,banjir
87.30,24.20,21.06,-0.02,banjir
87.00,24.20,21.08,0.02,banjir
86.70,24.20,21.39,0.31,banjir
86.60,24.20,21.39,0.00,banjir
86.60,24.20,22.03,0.65,surut
86.40,24.20,20.76,-1.27,banjir
86.30,24.20,20.76,0.00,banjir
86.50,24.20,21.06,0.31,banjir
86.70,24.20,21.71,0.65,surut
86.70,24.20,26.67,4.96,surut
86.70,24.30,21.39,-5.29,banjir
86.70,24.30,21.39,0.00,banjir
86.50,24.30,21.39,0.00,banjir
86.60,24.30,24.36,2.98,surut
86.90,24.30,21.71,-2.65,banjir
87.10,24.30,22.03,0.32,banjir
87.20,24.30,20.74,-1.29,banjir
87.40,24.40,20.43,-0.31,banjir
87.60,24.30,21.08,0.65,surut
87.60,24.40,21.06,-0.02,banjir
87.50,24.40,21.06,0.00,banjir
87.50,24.40,21.39,0.32,banjir
87.50,24.40,21.39,0.00,banjir
87.50,24.40,20.11,-1.27,banjir
87.60,24.40,19.81,-0.31,banjir
87.40,24.40,19.16,-0.65,banjir
87.10,24.40,20.42,1.26,surut
87.00,24.40,20.43,0.02,banjir
86.90,24.50,20.43,0.00,banjir
86.90,24.50,19.16,-1.27,banjir
86.90,24.50,18.84,-0.32,banjir
86.90,24.50,19.16,0.32,banjir
86.80,24.50,19.14,-0.02,banjir
86.70,24.50,18.19,-0.95,banjir
86.70,24.50,18.51,0.32,banjir
86.80,24.50,18.51,0.00,banjir
86.60,24.50,18.51,0.00,banjir
86.50,24.50,18.51,0.00,banjir
86.20,24.50,22.63,4.11,surut
86.20,24.60,19.16,-3.47,banjir
86.20,24.60,17.88,-1.27,banjir
86.30,24.60,19.16,1.27,surut
86.30,24.60,18.51,-0.65,banjir
86.30,24.60,19.47,0.95,surut
86.20,24.60,19.16,-0.31,banjir
86.20,24.60,18.51,-0.65,banjir
86.10,24.60,17.87,-0.65,banjir
86.10,24.60,17.24,-0.63,banjir
86.10,24.60,18.19,0.95,surut
86.00,24.70,17.56,-0.63,banjir
85.80,24.70,16.61,-0.95,banjir
85.80,24.70,16.61,0.00,banjir
85.80,24.70,16.93,0.32,banjir
85.90,24.70,16.92,-0.02,banjir
86.10,24.70,16.29,-0.63,banjir
86.10,24.70,16.29,0.00,banjir
86.10,24.70,16.29,0.00,banjir
86.00,24.70,16.29,0.00,banjir
85.90,24.70,17.24,0.95,surut
85.90,24.90,16.61,-0.63,banjir
85.90,24.80,16.61,0.00,banjir
85.90,24.80,16.61,0.00,banjir
85.90,24.80,16.93,0.32,banjir
86.00,24.80,15.96,-0.97,banjir
86.20,24.80,15.96,0.00,banjir
86.40,24.80,15.96,0.00,banjir
86.70,24.80,16.29,0.32,banjir
86.80,24.80,16.29,0.00,banjir
87.00,24.90,16.27,-0.02,banjir
87.10,24.90,15.66,-0.61,banjir
87.10,24.90,15.66,0.00,banjir
87.20,24.90,16.29,0.63,surut
87.40,24.90,19.16,2.87,surut
87.40,25.00,19.16,0.00,banjir
87.50,24.90,16.92,-2.24,banjir
87.50,24.90,16.34,-0.58,banjir
87.20,24.90,16.29,-0.05,banjir
86.80,24.90,16.61,0.32,banjir
86.80,25.00,17.24,0.63,surut
86.90,25.00,16.61,-0.63,banjir
87.10,25.00,16.92,0.31,banjir
87.20,25.00,18.21,1.29,surut
87.10,25.00,17.56,-0.65,banjir
87.20,25.00,17.88,0.32,banjir
87.40,25.00,16.93,-0.95,banjir
87.20,25.00,17.56,0.63,surut
87.30,25.00,17.56,0.00,banjir
87.10,25.10,16.29,-1.28,banjir
87.10,25.00,17.58,1.29,surut
87.10,25.00,17.24,-0.34,banjir
87.00,25.00,16.61,-0.63,banjir
86.80,25.00,16.92,0.31,banjir
86.80,25.00,16.93,0.02,banjir
86.70,25.00,17.24,0.31,banjir
86.80,25.10,17.24,0.00,banjir
86.70,25.10,17.56,0.32,banjir
86.70,25.10,17.24,-0.32,banjir
86.70,25.10,16.61,-0.63,banjir
86.70,25.10,16.59,-0.02,banjir
86.90,25.10,16.61,0.02,banjir
86.80,25.10,16.61,0.00,banjir
86.80,25.10,16.61,0.00,banjir
87.00,25.10,16.61,0.00,banjir
87.40,25.10,17.24,0.63,surut
87.50,25.20,16.61,-0.63,banjir
87.40,25.20,16.92,0.31,banjir
87.50,25.20,16.29,-0.63,banjir
87.60,25.20,15.98,-0.31,banjir
87.60,25.20,15.96,-0.02,banjir
87.70,25.20,16.29,0.32,banjir
88.00,25.20,15.96,-0.32,banjir
88.20,25.20,15.66,-0.31,banjir
88.40,25.20,15.64,-0.02,banjir
88.50,25.20,15.64,0.00,banjir
88.40,25.20,15.96,0.32,banjir
88.20,25.30,15.96,0.00,banjir
87.80,25.30,16.29,0.32,banjir
87.50,25.30,15.96,-0.32,banjir
87.20,25.30,16.29,0.32,banjir
87.20,25.30,15.66,-0.63,banjir
87.20,25.30,16.29,0.63,surut
87.00,25.30,15.64,-0.65,banjir
86.90,25.30,15.66,0.02,banjir
86.70,25.30,15.96,0.31,banjir
86.60,25.30,15.96,0.00,banjir
86.70,25.30,15.96,0.00,banjir
86.90,25.30,15.64,-0.32,banjir
87.10,25.30,15.66,0.02,banjir
87.10,25.30,15.96,0.31,banjir
87.00,25.40,15.96,0.00,banjir
86.90,25.40,15.96,0.00,banjir
87.10,25.40,15.96,0.00,banjir
87.30,25.40,15.96,0.00,banjir
87.40,25.40,14.96,-1.00,banjir
87.30,25.40,14.60,-0.36,banjir
87.20,25.40,15.30,0.70,surut
87.20,25.40,14.94,-0.36,banjir
87.10,25.40,14.94,0.00,banjir
87.00,25.40,14.94,0.00,banjir
86.80,25.40,15.30,0.36,banjir
86.60,25.40,15.30,0.00,banjir
86.70,25.40,15.64,0.34,banjir
87.00,25.40,15.64,0.00,banjir
87.10,25.50,15.30,-0.34,banjir
87.20,25.50,16.61,1.31,surut
87.00,25.50,16.61,0.00,banjir
86.90,25.50,17.56,0.95,surut
86.60,25.50,17.92,0.36,banjir
86.50,25.50,15.96,-1.95,banjir
86.40,25.50,14.26,-1.70,banjir
86.20,25.50,15.96,1.70,surut
86.00,25.50,14.60,-1.36,banjir
85.90,25.50,15.30,0.70,surut
85.80,25.50,15.98,0.68,surut
85.70,25.50,15.30,-0.68,banjir
85.40,25.50,14.89,-0.41,banjir
85.20,25.50,15.66,0.76,surut
85.20,25.50,16.59,0.93,surut
85.50,25.50,15.64,-0.95,banjir
85.60,25.50,15.96,0.32,banjir
85.80,25.50,16.29,0.32,banjir
86.10,25.50,15.30,-0.99,banjir
86.20,25.50,15.64,0.34,banjir
86.30,25.50,15.96,0.32,banjir
86.60,25.60,14.60,-1.36,banjir
86.80,25.60,14.60,0.00,banjir
86.80,25.60,14.60,0.00,banjir
86.60,25.60,14.60,0.00,banjir
86.40,25.60,14.60,0.00,banjir
86.70,25.60,14.60,0.00,banjir
86.90,25.60,15.96,1.36,surut
86.90,25.70,14.94,-1.02,banjir
86.90,25.60,15.96,1.02,surut
87.10,25.60,15.64,-0.32,banjir
87.20,25.60,15.96,0.32,banjir
86.90,25.60,15.30,-0.66,banjir
86.70,25.60,15.64,0.34,banjir
86.60,25.60,15.64,0.00,banjir
86.60,25.70,15.66,0.02,banjir
86.60,25.70,15.98,0.32,banjir
86.60,25.70,15.96,-0.02,banjir
86.70,25.70,16.27,0.31,banjir
86.80,25.70,16.29,0.02,banjir
86.80,25.70,15.30,-0.99,banjir
86.80,25.70,15.64,0.34,banjir
86.90,25.80,15.96,0.32,banjir
87.30,25.70,19.14,3.18,surut
87.60,25.70,19.16,0.02,banjir
87.50,25.70,20.11,0.95,surut
87.50,25.70,18.84,-1.27,banjir
87.60,25.70,17.24,-1.60,banjir
87.80,25.80,17.88,0.65,surut
87.80,25.80,17.24,-0.65,banjir
87.60,25.80,16.29,-0.95,banjir
